,date,bitcoin,ethereum,tether,ripple,solana,terra-luna,cardano,avalanche,stellar,monero
938,2022-02-08 21:00:00,87,19,29,43,57,0,21,28,37,17
939,2022-02-08 22:00:00,92,16,8,36,90,0,29,24,58,12
940,2022-02-08 23:00:00,82,19,13,33,75,0,22,29,32,8
941,2022-02-09 00:00:00,76,17,7,29,49,0,21,35,35,4
942,2022-02-09 01:00:00,81,15,16,35,48,0,16,27,30,13
943,2022-02-09 02:00:00,63,14,14,33,48,0,22,28,43,8
944,2022-02-09 03:00:00,67,16,7,46,52,0,9,29,35,17
945,2022-02-09 04:00:00,70,15,10,36,45,0,16,27,56,9
946,2022-02-09 05:00:00,77,16,15,44,59,0,13,27,85,13
947,2022-02-09 06:00:00,78,18,9,32,47,0,24,18,25,4
948,2022-02-09 07:00:00,72,15,10,21,58,0,24,9,31,4
949,2022-02-09 08:00:00,69,13,15,41,33,0,14,10,53,11
950,2022-02-09 09:00:00,62,13,13,37,49,0,12,9,44,3
951,2022-02-09 10:00:00,69,12,4,45,49,0,15,10,36,10
952,2022-02-09 11:00:00,75,17,13,17,40,0,15,8,49,6
953,2022-02-09 12:00:00,78,17,3,33,49,0,22,13,37,14
954,2022-02-09 13:00:00,75,15,12,30,37,0,15,15,51,8
955,2022-02-09 14:00:00,77,17,8,37,48,0,20,15,54,3
956,2022-02-09 15:00:00,75,18,11,34,47,0,21,14,39,10
957,2022-02-09 16:00:00,72,17,15,30,60,0,13,17,46,15
958,2022-02-09 17:00:00,76,19,12,36,53,0,18,17,52,8
959,2022-02-09 18:00:00,73,18,11,35,65,0,21,18,37,9
960,2022-02-09 19:00:00,83,20,16,53,55,0,27,16,39,27
961,2022-02-09 20:00:00,84,27,12,36,67,0,28,23,47,3
962,2022-02-09 21:00:00,89,23,11,56,77,0,34,26,59,17
963,2022-02-09 22:00:00,89,22,8,45,85,0,30,31,39,4
964,2022-02-09 23:00:00,87,18,14,26,59,0,24,33,30,21
965,2022-02-10 00:00:00,74,18,24,36,74,0,18,34,44,4
966,2022-02-10 01:00:00,69,21,7,21,49,0,22,33,52,21
967,2022-02-10 02:00:00,58,14,9,24,78,0,13,30,39,8
968,2022-02-10 03:00:00,69,16,12,42,50,0,13,30,54,13
969,2022-02-10 04:00:00,71,17,15,33,75,0,24,21,41,9
970,2022-02-10 05:00:00,61,17,7,37,34,0,9,23,27,9
971,2022-02-10 06:00:00,70,17,0,33,64,0,21,15,64,13
972,2022-02-10 07:00:00,56,16,0,26,51,0,26,16,50,8
973,2022-02-10 08:00:00,64,18,10,42,30,0,19,9,37,15
974,2022-02-10 09:00:00,67,17,8,60,33,0,21,7,28,10
975,2022-02-10 10:00:00,62,17,13,49,58,0,19,10,37,3
976,2022-02-10 11:00:00,67,17,10,26,47,0,21,8,35,9
977,2022-02-10 12:00:00,67,18,8,24,50,0,25,9,32,9
978,2022-02-10 13:00:00,72,17,7,40,56,0,20,13,51,11
979,2022-02-10 14:00:00,83,19,14,23,40,0,20,12,37,3
980,2022-02-10 15:00:00,76,17,14,29,38,0,22,19,37,13
981,2022-02-10 16:00:00,73,17,17,30,54,0,18,21,37,16
982,2022-02-10 17:00:00,75,16,14,28,54,0,14,18,31,3
983,2022-02-10 18:00:00,78,22,11,40,91,0,26,15,49,0
984,2022-02-10 19:00:00,81,19,11,41,78,0,22,25,42,12
985,2022-02-10 20:00:00,82,20,9,35,72,0,23,25,32,6
986,2022-02-10 21:00:00,77,17,19,38,58,0,20,18,31,7
987,2022-02-10 22:00:00,77,19,11,47,76,0,19,27,39,19
988,2022-02-10 23:00:00,82,21,16,32,74,0,23,38,46,21
989,2022-02-11 00:00:00,72,18,0,31,49,0,22,39,52,17
990,2022-02-11 01:00:00,66,12,9,26,65,0,11,55,34,9
991,2022-02-11 02:00:00,67,12,5,19,39,0,14,83,35,9
992,2022-02-11 03:00:00,56,14,10,30,68,0,9,71,59,0
993,2022-02-11 04:00:00,65,13,10,29,45,0,6,100,29,9
994,2022-02-11 05:00:00,65,16,10,41,71,0,13,46,52,9
995,2022-02-11 06:00:00,62,14,5,36,47,0,17,33,17,4
996,2022-02-11 07:00:00,62,14,11,35,52,0,5,13,40,0
997,2022-02-11 08:00:00,59,16,2,28,53,0,13,10,33,4
998,2022-02-11 09:00:00,60,13,8,30,38,0,20,13,28,7
999,2022-02-11 10:00:00,60,14,7,17,40,0,16,12,24,10
1000,2022-02-11 11:00:00,58,13,10,25,18,0,20,15,42,25
1001,2022-02-11 12:00:00,63,14,8,39,46,0,17,15,59,0
1002,2022-02-11 13:00:00,60,13,10,32,52,0,10,30,33,3
1003,2022-02-11 14:00:00,67,14,15,38,59,0,20,20,27,8
1004,2022-02-11 15:00:00,61,16,7,21,41,0,17,22,30,19
1005,2022-02-11 16:00:00,65,16,12,27,42,0,15,15,25,19
1006,2022-02-11 17:00:00,61,14,16,28,78,0,9,26,40,14
1007,2022-02-11 18:00:00,68,18,8,25,42,0,16,29,37,6
1008,2022-02-11 19:00:00,76,17,14,42,82,0,24,22,35,16
1009,2022-02-11 20:00:00,86,17,13,34,73,0,18,28,27,13
1010,2022-02-11 21:00:00,84,17,14,30,50,0,27,22,29,4
1011,2022-02-11 22:00:00,80,15,9,45,79,0,19,25,33,4
1012,2022-02-11 23:00:00,72,17,7,29,50,0,16,30,44,9
1013,2022-02-12 00:00:00,65,19,3,46,64,0,16,36,33,5
1014,2022-02-12 00:00:00,69,20,5,83,81,0,16,35,44,6
1015,2022-02-12 01:00:00,64,18,14,55,68,0,17,23,69,19
1016,2022-02-12 02:00:00,65,15,14,55,71,0,13,26,25,19
1017,2022-02-12 03:00:00,69,14,5,53,81,0,11,30,58,13
1018,2022-02-12 04:00:00,64,12,14,65,54,0,12,26,60,20
1019,2022-02-12 05:00:00,56,14,14,50,76,0,17,23,100,20
1020,2022-02-12 06:00:00,66,13,19,58,77,0,15,10,39,13
1021,2022-02-12 07:00:00,63,16,18,45,79,0,20,12,42,0
1022,2022-02-12 08:00:00,64,13,17,64,58,0,19,12,34,11
1023,2022-02-12 09:00:00,63,15,20,49,45,0,16,11,49,0
1024,2022-02-12 10:00:00,58,17,8,39,60,0,17,12,53,31
1025,2022-02-12 11:00:00,60,15,11,25,41,0,13,12,24,10
1026,2022-02-12 12:00:00,55,13,26,53,56,0,20,9,58,31
1027,2022-02-12 13:00:00,58,13,6,50,68,0,16,13,63,17
1028,2022-02-12 14:00:00,60,14,29,30,58,0,16,20,52,12
1029,2022-02-12 15:00:00,62,14,22,58,67,0,17,21,47,4
1030,2022-02-12 16:00:00,60,18,31,89,69,0,16,18,46,19
1031,2022-02-12 17:00:00,61,18,20,64,60,0,13,22,35,19
1032,2022-02-12 18:00:00,62,18,9,80,72,0,19,20,37,16
1033,2022-02-12 19:00:00,62,18,3,52,68,0,20,15,40,22
1034,2022-02-12 20:00:00,64,20,14,75,63,0,29,21,38,14
1035,2022-02-12 21:00:00,62,20,30,73,83,0,33,24,46,10
1036,2022-02-12 22:00:00,66,18,12,50,81,0,23,30,62,22
1037,2022-02-12 23:00:00,67,21,9,50,80,0,15,38,61,12
1038,2022-02-13 00:00:00,65,17,9,61,56,0,16,43,38,19
1039,2022-02-13 01:00:00,58,15,19,43,77,0,15,27,32,13
1040,2022-02-13 02:00:00,59,11,19,81,58,0,18,26,32,6
1041,2022-02-13 03:00:00,60,14,19,73,59,0,15,31,26,13
1042,2022-02-13 04:00:00,56,15,15,76,61,0,16,35,34,14
1043,2022-02-13 05:00:00,50,13,24,60,44,0,18,17,68,7
1044,2022-02-13 06:00:00,60,13,5,40,52,0,10,26,53,40
1045,2022-02-13 07:00:00,59,13,13,41,37,0,17,11,56,6
1046,2022-02-13 08:00:00,54,14,16,29,50,0,13,8,67,11
1047,2022-02-13 09:00:00,59,15,20,85,52,0,19,14,55,5
1048,2022-02-13 10:00:00,58,12,8,47,44,0,11,11,26,10
1049,2022-02-13 11:00:00,57,15,11,37,42,0,15,15,35,5
1050,2022-02-13 12:00:00,54,14,13,58,61,0,20,14,23,9
1051,2022-02-13 13:00:00,58,14,22,45,56,0,10,18,51,17
1052,2022-02-13 14:00:00,60,14,15,60,36,0,15,15,49,4
1053,2022-02-13 15:00:00,54,13,26,50,54,0,18,22,63,20
1054,2022-02-13 16:00:00,60,17,14,76,94,0,20,24,67,12
1055,2022-02-13 17:00:00,61,14,20,44,86,0,15,29,44,16
1056,2022-02-13 18:00:00,62,16,15,48,66,0,17,36,28,4
1057,2022-02-13 19:00:00,70,17,25,51,99,0,19,48,55,8
1058,2022-02-13 20:00:00,66,16,26,54,81,0,15,50,41,5
1059,2022-02-13 21:00:00,59,17,7,43,84,0,21,49,39,10
1060,2022-02-13 22:00:00,67,14,27,59,79,0,24,46,69,10
1061,2022-02-13 23:00:00,59,15,12,46,64,0,9,40,39,11
1062,2022-02-14 00:00:00,100,17,24,54,50,0,11,52,84,17
1063,2022-02-14 01:00:00,62,12,27,56,35,0,13,29,32,11
1064,2022-02-14 02:00:00,75,16,28,45,36,0,11,34,55,27
1065,2022-02-14 03:00:00,61,13,41,67,47,0,7,27,56,6
1066,2022-02-14 04:00:00,61,13,4,44,32,0,12,25,48,12
1067,2022-02-14 05:00:00,60,14,34,48,45,0,14,31,53,12
1068,2022-02-14 06:00:00,64,13,12,40,32,0,13,13,16,11
1069,2022-02-14 07:00:00,55,14,25,59,71,0,15,13,40,5
1070,2022-02-14 08:00:00,61,14,23,48,55,0,18,13,23,14
1071,2022-02-14 09:00:00,56,14,6,49,32,0,12,7,53,26
1072,2022-02-14 10:00:00,64,15,15,54,56,0,24,6,38,13
1073,2022-02-14 11:00:00,71,16,9,58,42,0,22,13,45,12
1074,2022-02-14 12:00:00,59,11,19,50,42,0,15,10,67,15
1075,2022-02-14 13:00:00,62,13,13,69,80,0,12,14,70,17
1076,2022-02-14 14:00:00,64,13,7,50,54,0,18,13,50,23
1077,2022-02-14 15:00:00,68,17,12,34,53,0,17,14,27,0
1078,2022-02-14 16:00:00,64,15,7,56,55,0,13,10,41,10
1079,2022-02-14 17:00:00,68,18,18,68,71,0,15,18,65,18
1080,2022-02-14 18:00:00,67,13,8,50,67,0,18,16,79,7
1081,2022-02-14 19:00:00,70,18,17,44,91,0,18,24,80,16
1082,2022-02-14 20:00:00,69,13,18,46,89,0,17,17,33,17
1083,2022-02-14 21:00:00,76,18,20,59,70,0,27,19,42,0
1084,2022-02-14 22:00:00,79,19,19,73,82,0,18,22,52,5
1085,2022-02-14 23:00:00,66,16,21,62,68,0,23,26,45,28
1086,2022-02-15 00:00:00,55,12,4,45,89,0,12,26,29,6
1087,2022-02-15 01:00:00,56,15,8,71,68,0,13,23,68,17
1088,2022-02-15 02:00:00,61,15,21,46,57,0,15,28,71,18
1089,2022-02-15 03:00:00,61,14,17,52,54,0,20,30,42,18
1090,2022-02-15 04:00:00,60,17,23,34,67,0,18,24,56,12
1091,2022-02-15 05:00:00,62,14,13,62,76,0,13,20,79,30
1092,2022-02-15 06:00:00,65,16,8,70,70,0,19,11,67,0
1093,2022-02-15 07:00:00,62,17,18,67,36,0,14,14,61,5
1094,2022-02-15 08:00:00,61,13,13,62,70,0,18,12,61,0
1095,2022-02-15 09:00:00,65,18,10,67,81,0,12,9,41,13
1096,2022-02-15 10:00:00,64,18,22,44,70,0,20,8,48,13
1097,2022-02-15 11:00:00,67,17,21,51,53,0,17,11,53,12
1098,2022-02-15 12:00:00,73,16,14,47,43,0,21,9,45,7
1099,2022-02-15 13:00:00,71,18,13,64,50,0,16,12,46,11
1100,2022-02-15 14:00:00,70,18,32,45,60,0,17,19,61,20
1101,2022-02-15 15:00:00,71,19,17,43,65,0,23,18,58,14
1102,2022-02-15 16:00:00,64,18,15,55,44,0,31,14,49,10
1103,2022-02-15 17:00:00,69,19,21,57,69,0,17,21,69,15
1104,2022-02-15 18:00:00,68,19,25,44,78,0,26,24,72,15
1105,2022-02-15 19:00:00,72,17,19,93,73,0,26,23,50,11
1106,2022-02-15 20:00:00,68,19,8,80,83,0,21,19,51,19
1107,2022-02-15 21:00:00,68,17,10,38,70,0,20,25,31,26
1108,2022-02-15 22:00:00,75,17,21,42,59,0,22,31,78,10
1109,2022-02-15 23:00:00,79,20,28,52,77,0,29,34,72,33
1110,2022-02-16 00:00:00,67,14,16,49,68,0,20,33,45,28
1111,2022-02-16 01:00:00,66,14,16,40,62,0,9,55,68,11
1112,2022-02-16 02:00:00,64,15,16,62,52,0,31,71,34,34
1113,2022-02-16 03:00:00,56,14,21,60,75,0,18,84,77,24
1114,2022-02-16 04:00:00,58,15,36,49,100,0,14,67,37,19
1115,2022-02-16 05:00:00,63,16,22,52,79,0,23,35,60,6
1116,2022-02-16 06:00:00,62,15,12,34,57,0,17,14,27,11
1117,2022-02-16 07:00:00,54,15,14,57,47,0,16,15,78,14
1118,2022-02-16 08:00:00,60,19,14,60,47,0,19,13,43,33
1119,2022-02-16 09:00:00,59,14,13,46,50,0,16,14,41,23
1120,2022-02-16 10:00:00,67,12,22,78,62,0,15,7,39,13
1121,2022-02-16 11:00:00,58,15,9,63,62,0,13,21,44,8
1122,2022-02-16 12:00:00,63,12,17,45,44,0,17,17,61,11
1123,2022-02-16 13:00:00,53,15,15,44,62,0,18,22,42,21
1124,2022-02-16 14:00:00,65,15,12,53,55,0,22,19,37,10
1125,2022-02-16 15:00:00,61,15,22,45,60,0,14,26,44,7
1126,2022-02-16 16:00:00,61,14,33,49,60,0,19,25,59,24
1127,2022-02-16 17:00:00,65,12,13,57,77,0,18,15,47,4
1128,2022-02-16 18:00:00,67,15,11,45,56,0,17,20,38,15
1129,2022-02-16 19:00:00,67,17,26,56,64,0,15,16,40,8
1130,2022-02-16 20:00:00,71,18,12,35,67,0,23,19,60,12
1131,2022-02-16 21:00:00,71,19,29,71,65,0,25,24,81,4
1132,2022-02-16 22:00:00,68,17,22,52,70,0,18,31,66,5
1133,2022-02-16 23:00:00,70,17,24,44,87,0,16,31,28,33
1134,2022-02-17 00:00:00,51,14,25,45,52,0,14,45,74,17
1135,2022-02-17 01:00:00,58,14,4,62,58,0,15,29,67,22
1136,2022-02-17 02:00:00,52,13,16,88,68,0,11,50,50,11
1137,2022-02-17 03:00:00,57,14,30,37,64,0,18,90,64,29
1138,2022-02-17 04:00:00,60,14,13,63,71,0,16,65,49,6
1139,2022-02-17 05:00:00,59,14,9,38,56,0,16,100,54,18
1140,2022-02-17 06:00:00,54,16,8,62,43,0,15,34,67,6
1141,2022-02-17 07:00:00,56,15,15,49,90,0,18,20,31,10
1142,2022-02-17 08:00:00,56,12,17,78,49,0,20,16,38,19
1143,2022-02-17 09:00:00,55,11,16,59,69,0,16,13,40,9
1144,2022-02-17 10:00:00,58,13,22,44,28,0,12,14,39,26
1145,2022-02-17 11:00:00,57,11,15,44,49,0,16,20,65,8
1146,2022-02-17 12:00:00,60,13,19,51,52,0,15,18,80,8
1147,2022-02-17 13:00:00,59,13,26,62,49,0,13,29,64,7
1148,2022-02-17 14:00:00,64,14,10,62,52,0,18,22,45,17
1149,2022-02-17 15:00:00,70,15,15,72,60,0,18,16,51,10
1150,2022-02-17 16:00:00,69,17,20,79,44,0,18,30,52,14
1151,2022-02-17 17:00:00,72,14,8,62,37,0,13,19,47,21
1152,2022-02-17 18:00:00,74,16,24,55,47,0,16,18,52,18
1153,2022-02-17 19:00:00,80,18,17,52,64,0,14,16,66,27
1154,2022-02-17 20:00:00,91,20,27,79,38,0,22,18,46,25
1155,2022-02-17 21:00:00,94,19,20,82,60,0,20,23,82,14
1156,2022-02-17 22:00:00,85,17,18,100,91,0,27,36,82,15
1157,2022-02-17 23:00:00,77,16,24,65,54,0,17,32,72,22
1158,2022-02-18 00:00:00,74,14,8,44,55,0,12,29,68,6
1159,2022-02-18 01:00:00,61,12,4,42,33,0,16,24,51,6
1160,2022-02-18 02:00:00,66,14,12,60,50,0,17,25,40,11
1161,2022-02-18 03:00:00,62,11,13,62,48,0,9,23,42,30
1162,2022-02-18 04:00:00,68,14,32,75,72,0,16,25,44,44
1163,2022-02-18 05:00:00,61,11,13,46,67,0,18,24,55,18
1164,2022-02-18 06:00:00,72,14,25,52,53,0,11,17,29,17
1165,2022-02-18 07:00:00,67,13,11,75,67,0,24,12,47,5
1166,2022-02-18 08:00:00,66,11,18,43,44,0,11,7,58,24
1167,2022-02-18 09:00:00,59,15,7,51,74,0,14,13,46,18
1168,2022-02-18 10:00:00,59,15,10,66,59,0,12,9,36,13
1169,2022-02-18 11:00:00,65,9,15,34,62,0,14,8,25,12
1170,2022-02-18 12:00:00,67,13,14,61,42,0,16,14,62,19
1171,2022-02-18 13:00:00,60,14,16,43,45,0,14,15,40,18
1172,2022-02-18 14:00:00,66,14,18,57,40,0,11,14,46,10
1173,2022-02-18 15:00:00,74,16,23,47,49,0,12,21,56,14
1174,2022-02-18 16:00:00,70,16,28,58,69,0,17,22,89,18
1175,2022-02-18 17:00:00,76,16,11,62,55,0,21,20,45,15
1176,2022-02-18 18:00:00,76,16,26,77,58,0,22,21,48,24
1177,2022-02-18 19:00:00,71,14,3,75,65,0,14,16,67,17
1178,2022-02-18 20:00:00,77,17,13,76,51,0,17,23,62,9
1179,2022-02-18 21:00:00,77,18,18,73,42,0,20,31,49,10
1180,2022-02-18 22:00:00,75,17,28,65,53,0,20,29,27,11
1181,2022-02-18 23:00:00,70,15,25,48,61,0,31,29,47,12
1182,2022-02-19 00:00:00,58,15,27,64,69,0,17,32,43,6
1183,2022-02-19 00:00:00,37,9,26,62,31,0,21,39,39,6
1184,2022-02-19 01:00:00,42,9,22,58,22,0,17,33,56,39
1185,2022-02-19 02:00:00,39,9,9,46,31,0,21,44,46,23
1186,2022-02-19 03:00:00,40,10,14,52,8,0,21,36,48,18
1187,2022-02-19 04:00:00,37,8,19,34,12,0,8,37,37,18
1188,2022-02-19 05:00:00,36,8,5,44,19,0,17,25,62,12
1189,2022-02-19 06:00:00,32,8,14,79,20,0,15,27,53,0
1190,2022-02-19 07:00:00,35,9,13,31,31,0,14,15,39,44
1191,2022-02-19 08:00:00,37,8,16,50,18,0,24,13,31,0
1192,2022-02-19 09:00:00,39,10,19,67,29,0,18,10,30,15
1193,2022-02-19 10:00:00,37,7,19,42,15,0,21,8,24,29
1194,2022-02-19 11:00:00,38,7,14,22,19,0,11,7,27,18
1195,2022-02-19 12:00:00,40,9,10,70,21,0,18,13,38,13
1196,2022-02-19 13:00:00,38,9,24,100,19,0,21,17,42,4
1197,2022-02-19 14:00:00,37,8,29,65,24,0,24,30,59,4
1198,2022-02-19 15:00:00,39,8,17,68,27,0,26,19,39,7
1199,2022-02-19 16:00:00,40,9,14,98,23,0,17,31,39,14
1200,2022-02-19 17:00:00,39,8,6,67,26,0,15,43,22,4
1201,2022-02-19 18:00:00,40,9,3,43,30,0,20,61,42,23
1202,2022-02-19 19:00:00,41,9,6,41,30,0,12,76,40,12
1203,2022-02-19 20:00:00,38,10,13,72,22,0,29,90,26,26
1204,2022-02-19 21:00:00,40,9,18,66,29,0,21,46,74,9
1205,2022-02-19 22:00:00,43,10,0,76,35,0,32,45,35,25
1206,2022-02-19 23:00:00,39,8,4,66,20,0,20,51,33,11
1207,2022-02-20 00:00:00,36,9,40,86,34,0,22,44,40,11
1208,2022-02-20 01:00:00,37,9,27,65,21,0,10,36,59,23
1209,2022-02-20 02:00:00,33,6,14,71,22,0,8,45,30,12
1210,2022-02-20 03:00:00,33,7,9,63,24,0,17,29,55,12
1211,2022-02-20 04:00:00,33,6,24,44,22,0,25,34,61,0
1212,2022-02-20 05:00:00,36,9,15,65,33,0,22,18,25,19
1213,2022-02-20 06:00:00,40,12,9,57,32,0,32,16,42,30
1214,2022-02-20 07:00:00,40,11,18,36,29,0,28,11,51,6
1215,2022-02-20 08:00:00,48,12,29,46,19,0,29,18,58,16
1216,2022-02-20 09:00:00,46,9,19,67,29,0,29,12,35,34
1217,2022-02-20 10:00:00,40,9,7,34,35,0,24,8,53,38
1218,2022-02-20 11:00:00,46,7,32,54,25,0,21,10,27,5
1219,2022-02-20 12:00:00,41,10,10,54,27,0,16,21,21,0
1220,2022-02-20 13:00:00,44,11,18,30,24,0,28,25,34,8
1221,2022-02-20 14:00:00,44,9,8,54,23,0,28,22,29,7
1222,2022-02-20 15:00:00,46,10,14,34,34,0,19,18,25,14
1223,2022-02-20 16:00:00,46,10,8,36,29,0,24,23,63,11
1224,2022-02-20 17:00:00,48,11,14,29,37,0,24,24,40,11
1225,2022-02-20 18:00:00,54,10,18,66,34,0,19,33,56,11
1226,2022-02-20 19:00:00,49,11,18,62,33,0,26,18,27,8
1227,2022-02-20 20:00:00,50,10,36,63,41,0,19,34,58,21
1228,2022-02-20 21:00:00,55,9,32,61,34,0,28,25,72,9
1229,2022-02-20 22:00:00,51,10,16,56,48,0,37,49,75,15
1230,2022-02-20 23:00:00,43,9,25,26,27,0,29,38,38,11
1231,2022-02-21 00:00:00,42,9,8,22,23,0,25,36,60,0
1232,2022-02-21 01:00:00,42,10,33,68,50,0,25,44,75,5
1233,2022-02-21 02:00:00,40,8,4,55,25,0,11,30,70,11
1234,2022-02-21 03:00:00,40,9,13,35,43,0,19,27,38,5
1235,2022-02-21 04:00:00,38,7,17,62,28,0,17,34,39,6
1236,2022-02-21 05:00:00,47,10,13,26,30,0,18,30,33,11
1237,2022-02-21 06:00:00,43,9,12,52,16,0,17,21,61,5
1238,2022-02-21 07:00:00,43,9,14,55,27,0,18,12,28,5
1239,2022-02-21 08:00:00,42,10,7,56,23,0,20,16,57,4
1240,2022-02-21 09:00:00,41,9,10,67,24,0,23,10,30,8
1241,2022-02-21 10:00:00,37,7,12,29,19,0,17,7,44,12
1242,2022-02-21 11:00:00,39,10,17,42,27,0,27,7,7,19
1243,2022-02-21 12:00:00,49,10,13,44,34,0,35,13,55,0
1244,2022-02-21 13:00:00,49,11,20,44,31,0,26,14,49,16
1245,2022-02-21 14:00:00,49,9,17,49,19,0,26,25,34,21
1246,2022-02-21 15:00:00,45,10,14,66,27,0,22,25,40,12
1247,2022-02-21 16:00:00,49,10,17,42,24,0,23,34,44,12
1248,2022-02-21 17:00:00,47,10,5,75,32,0,26,50,59,16
1249,2022-02-21 18:00:00,49,13,18,54,32,0,18,89,65,10
1250,2022-02-21 19:00:00,52,10,36,45,33,0,27,86,21,21
1251,2022-02-21 20:00:00,51,10,24,43,36,0,29,87,46,19
1252,2022-02-21 21:00:00,53,12,16,53,40,0,37,65,46,8
1253,2022-02-21 22:00:00,58,11,25,30,33,0,30,59,51,23
1254,2022-02-21 23:00:00,56,10,16,53,34,0,40,59,36,15
1255,2022-02-22 00:00:00,52,12,16,90,35,0,39,40,51,15
1256,2022-02-22 01:00:00,47,10,20,58,19,0,38,40,67,21
1257,2022-02-22 02:00:00,46,10,16,53,32,0,25,33,52,5
1258,2022-02-22 03:00:00,53,11,16,59,31,0,31,38,79,0
1259,2022-02-22 04:00:00,56,11,0,44,30,0,32,25,66,5
1260,2022-02-22 05:00:00,52,12,17,51,36,0,33,25,27,5
1261,2022-02-22 06:00:00,54,11,0,64,28,0,36,23,45,15
1262,2022-02-22 07:00:00,54,11,25,44,24,0,34,3,50,18
1263,2022-02-22 08:00:00,55,11,14,67,31,0,40,11,40,4
1264,2022-02-22 09:00:00,52,12,16,73,25,0,30,6,46,17
1265,2022-02-22 10:00:00,52,9,16,45,20,0,28,7,48,20
1266,2022-02-22 11:00:00,52,10,14,38,21,0,27,10,33,18
1267,2022-02-22 12:00:00,54,9,19,41,20,0,30,8,34,7
1268,2022-02-22 13:00:00,48,10,20,48,25,0,26,12,38,10
1269,2022-02-22 14:00:00,47,10,17,64,30,0,26,14,46,18
1270,2022-02-22 15:00:00,52,10,12,39,21,0,21,18,59,12
1271,2022-02-22 16:00:00,51,10,24,79,27,0,29,24,59,19
1272,2022-02-22 17:00:00,47,10,23,36,22,0,33,24,55,0
1273,2022-02-22 18:00:00,48,12,32,55,21,0,27,25,59,3
1274,2022-02-22 19:00:00,54,12,19,60,36,0,26,19,47,14
1275,2022-02-22 20:00:00,54,10,20,62,32,0,32,21,63,4
1276,2022-02-22 21:00:00,55,11,16,56,30,0,40,28,33,25
1277,2022-02-22 22:00:00,53,11,18,69,27,0,36,23,59,23
1278,2022-02-22 23:00:00,54,12,27,28,35,0,26,30,70,10
1279,2022-02-23 00:00:00,44,10,32,61,30,0,27,35,36,15
1280,2022-02-23 01:00:00,45,9,16,100,25,0,14,42,100,5
1281,2022-02-23 02:00:00,39,9,12,29,31,0,24,30,20,10
1282,2022-02-23 03:00:00,43,10,33,38,25,0,30,28,97,16
1283,2022-02-23 04:00:00,41,10,9,50,24,0,27,23,23,6
1284,2022-02-23 05:00:00,38,8,9,53,25,0,23,21,72,11
1285,2022-02-23 06:00:00,46,8,20,57,35,0,23,15,81,20
1286,2022-02-23 07:00:00,43,8,4,68,18,0,24,12,47,14
1287,2022-02-23 08:00:00,38,8,24,50,21,0,27,10,58,9
1288,2022-02-23 09:00:00,38,10,10,23,24,0,24,7,59,21
1289,2022-02-23 10:00:00,38,9,22,48,17,0,16,15,40,8
1290,2022-02-23 11:00:00,43,10,12,45,20,0,23,9,19,7
1291,2022-02-23 12:00:00,45,9,22,50,24,0,24,8,42,10
1292,2022-02-23 13:00:00,41,9,18,54,26,0,20,18,62,13
1293,2022-02-23 14:00:00,43,10,22,64,23,0,22,16,19,16
1294,2022-02-23 15:00:00,45,9,12,55,22,0,22,27,56,12
1295,2022-02-23 16:00:00,46,9,25,48,27,0,30,17,51,16
1296,2022-02-23 17:00:00,44,9,16,61,29,0,16,24,37,3
1297,2022-02-23 18:00:00,45,9,5,55,25,0,28,25,52,21
1298,2022-02-23 19:00:00,49,8,20,66,28,0,30,32,65,14
1299,2022-02-23 20:00:00,45,9,23,38,29,0,20,28,63,7
1300,2022-02-23 21:00:00,53,10,13,59,38,0,23,32,57,21
1301,2022-02-23 22:00:00,54,11,11,41,21,0,24,20,23,19
1302,2022-02-23 23:00:00,49,9,15,55,19,0,25,50,55,25
1303,2022-02-24 00:00:00,40,8,19,56,17,0,23,87,50,10
1304,2022-02-24 01:00:00,47,10,28,37,20,0,10,83,61,10
1305,2022-02-24 02:00:00,38,7,12,73,23,0,21,89,46,10
1306,2022-02-24 03:00:00,65,14,8,51,46,0,23,100,48,0
1307,2022-02-24 04:00:00,87,19,8,56,32,0,37,40,32,0
1308,2022-02-24 05:00:00,88,18,24,61,24,0,30,34,72,0
1309,2022-02-24 06:00:00,100,18,22,57,46,0,38,11,67,0
1310,2022-02-24 07:00:00,95,16,31,57,35,0,34,10,22,13
1311,2022-02-24 08:00:00,95,17,23,50,30,0,33,15,46,17
1312,2022-02-24 09:00:00,90,15,16,55,17,0,35,12,40,16
1313,2022-02-24 10:00:00,88,18,6,48,21,0,31,12,46,4
1314,2022-02-24 11:00:00,94,15,3,35,27,0,33,14,36,0
1315,2022-02-24 12:00:00,96,14,31,32,20,0,32,10,47,3
1316,2022-02-24 13:00:00,96,13,27,53,21,0,38,19,32,13
1317,2022-02-24 14:00:00,93,14,14,37,29,0,27,21,28,9
1318,2022-02-24 15:00:00,81,15,26,65,19,0,27,15,33,21
1319,2022-02-24 16:00:00,85,13,16,43,26,0,28,23,66,6
1320,2022-02-24 17:00:00,82,13,20,33,30,0,37,25,35,10
1321,2022-02-24 18:00:00,83,14,8,61,21,0,21,22,40,13
1322,2022-02-24 19:00:00,87,13,30,42,17,0,25,30,35,10
1323,2022-02-24 20:00:00,92,18,14,53,40,0,31,16,44,18
1324,2022-02-24 21:00:00,92,16,9,71,30,0,40,34,40,12
1325,2022-02-24 22:00:00,83,14,14,58,29,0,27,33,72,9
1326,2022-02-24 23:00:00,80,12,20,56,27,0,37,26,30,10
